generational_distance,hypervolume,epsilon_indicator,inverted_gd,spacing,nfe
inf,0.0,inf,inf,0.0,0
1.836191308200167,0.0,1.48740273520616,1.3537806396172407,4067.765611343879,100
0.5990340044853611,0.3819851560815094,0.4705504454585057,0.35797667540193406,4646.29248375545,1196
0.5428746737573243,0.45357268373372917,0.06786479210331753,0.07133203049874483,3194.778500253834,2290
0.37221742207713643,0.4584528407356901,0.06786479210331753,0.03672839869673562,2887.01780189118,3387
0.26610194417850275,0.46010689725821674,0.06786479210331753,0.026925137088628936,2930.403890346705,4486
0.25198927188433956,0.46115801885884833,0.06786479210331753,0.018168931667702094,2817.815562800435,5580
0.2129992662589889,0.4613076200563761,0.06786478471859791,0.014768125771711885,2784.894046654491,6677
0.16577184207759973,0.4639948639640564,0.04892101036481111,0.01170874787017927,2804.1264375613173,7771
0.1595576347811402,0.46434205995400446,0.03432527375432661,0.009750594222107957,2776.86530602301,8865
0.12326229357444211,0.46483396607551813,0.03432527375432661,0.008910120721733267,2686.117402491006,9954
0.057553280479236565,0.4651188638510191,0.02758783349478977,0.005214341357130522,2689.992644473893,11290
0.06679486359207237,0.465216982631977,0.011849599821030121,0.0033766137563847136,2600.6401318745748,12626
0.036468451740681494,0.46525815194738873,0.011849599821030121,0.002861211356396423,2604.540357119826,13960
0.01852683124894254,0.46525871775205646,0.011849599821030121,0.0024319012045113013,2595.175318029448,15294
0.01615826340752406,0.46526802773653714,0.011849599821030121,0.001963048719242006,2552.6522035574803,16630
0.0031826941222145356,0.46525850270364116,0.011849599821030121,0.001725526934437651,2566.216298028954,17966
0.004045818051136254,0.46529918552038496,0.011800450495414144,0.0019201588448197653,2568.4018258913347,19302
0.00385421253132457,0.4653118416444882,0.008469752079749496,0.0015928571729223644,2560.7784006245674,20638
