,epsilon_progress,nfe
0,0,0
1,7,100
2,93,1192
3,123,2291
4,129,3386
5,129,4481
6,129,5576
7,132,6667
8,132,7763
9,132,8862
10,132,9961
11,132,10973
12,132,11982
13,132,12998
14,132,14006
15,132,15016
16,132,16024
17,132,17035
18,132,18053
19,132,19065
20,132,20003
