,epsilon_progress,nfe
0,0,0
1,17,100
2,105,1197
3,138,2292
4,141,3390
5,149,4487
6,160,5583
7,175,6677
8,180,7772
9,183,8865
10,184,9956
11,190,11022
12,192,12025
13,192,13030
14,194,14033
15,194,15037
16,194,16040
17,194,17042
18,194,18048
19,194,19053
20,194,20050
