,A.1 External Costs,A.1_Expected Number of Deaths,A.1_Expected Annual Damage,A.2 External Costs,A.2_Expected Number of Deaths,A.2_Expected Annual Damage,A.0_ID flood wave shape,A.1_Bmax,A.1_Brate,A.1_pfail,A.2_Bmax,A.2_Brate,A.2_pfail,A.3_Bmax,A.3_Brate,A.3_pfail,A.4_Bmax,A.4_Brate,A.4_pfail,A.5_Bmax,A.5_Brate,A.5_pfail,discount rate 0,discount rate 1,discount rate 2,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,scenario,policy,model
139,0,0.0296765241801546,41694662.02335044,0,0.0307313019270386,32257923.57798504,115,51.69617632958338,1.5,0.6754249212547437,267.0562593783966,1.0,0.6066084195011356,190.7441068325853,10.0,0.8692180587813008,221.4529656764169,1.0,0.0004351281761009,154.085808538607,10.0,0.5909860771811204,4.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1139,base case no policy,dikesnet
140,0,1.777631184482694,3009302196.11418,0,0.028527221451212,34190105.95775517,91,77.7493214067402,1.0,0.1035239804955825,158.26835783084994,1.0,0.4310402607003903,258.81712209525784,10.0,0.780213326482796,130.1934584353818,1.0,0.6054458991167785,312.4354480326173,1.5,0.3143211709022893,1.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140,base case no policy,dikesnet
141,0,1.7571615272852923,1931001606.0925536,0,0.0,0.0,65,341.10632753040034,1.5,0.1843896378532396,255.9857873249541,1.0,0.1769729655305943,114.7396533016915,10.0,0.9908917264367424,64.84029042645219,1.5,0.9868894357463562,183.15262557100223,10.0,0.6454641460605353,3.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1141,base case no policy,dikesnet
142,0,0.0998556578976107,173315917.86692438,0,0.0576508706171018,75673007.02000193,78,253.23696992286924,1.0,0.5664777454170676,50.80223038958003,1.0,0.5727956694873487,349.74670974411873,1.0,0.8257950519224097,192.90847532989716,10.0,0.165463810980045,242.6295286613346,1.0,0.6268165901909442,1.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1142,base case no policy,dikesnet
143,0,1.7388874703778183,2686443750.436467,0,0.0,0.0,120,266.6293490088492,10.0,0.0893261871736355,88.27472113674946,1.0,0.7947282576826085,55.19928685778908,10.0,0.6784124664598844,271.5303380247923,1.0,0.9071728748112216,239.2404517585914,1.0,0.784325310526986,4.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1143,base case no policy,dikesnet
144,0,0.0788814739713295,74212313.28484656,0,0.0219900510236407,15269606.789108057,20,302.0159213650235,1.5,0.596341236768766,218.125747199796,10.0,0.8292857375303461,170.53318356759752,1.0,0.4219472046685222,148.7617244129006,10.0,0.2410337784159865,124.54206896378722,1.5,0.2576323900306531,4.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1144,base case no policy,dikesnet
145,0,1.7799984867243663,1951004725.3565023,0,0.1166234268288607,101683748.58397643,34,190.81061699480452,1.0,0.1406364182488605,262.5587560191479,1.5,0.0756089732167438,184.6408576096253,1.0,0.0049250252028105,96.41493341148362,1.0,0.0249028439120268,239.8966030962528,1.0,0.8869803092282138,4.5,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1145,base case no policy,dikesnet
146,0,1.7319748011391518,2538618634.34297,0,0.0013183040002208,1421062.854965313,54,196.73994255284737,1.5,0.3209746320949859,93.87024513358068,1.5,0.3080747445953145,134.07639997246145,1.5,0.5756129411534973,311.2550873959503,10.0,0.12827083470018,155.80847543179345,10.0,0.0296620957090607,2.5,3.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1146,base case no policy,dikesnet
147,0,1.7623371686812837,2528120881.7440333,0,0.0042852850668689,4481400.888835305,114,170.73760772777047,1.0,0.3322023606011699,206.12373840235145,10.0,0.3677661876877279,34.591712839238824,10.0,0.8730242316357297,81.26899302011354,1.5,0.2309766812923328,318.8291384066739,1.5,0.7508637940586937,4.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1147,base case no policy,dikesnet
148,0,0.1460196991338744,184429620.25004643,0,0.1037975325263978,100173284.428008,110,344.848630337779,1.5,0.5225970672108712,33.12098125518369,1.5,0.4463679874804707,95.51040701720407,1.0,0.06222332788633,106.44925080319412,1.0,0.8828458258095564,326.22597284333136,10.0,0.1114983486145282,1.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1148,base case no policy,dikesnet
149,0,1.7345613388849248,2356838991.738051,0,0.0,0.0,95,296.87701812072595,1.0,0.0919687343957339,130.78502530028635,1.0,0.6044136850447446,284.564450670595,1.5,0.0679418737244708,213.47845553509032,1.5,0.5471520760449964,139.25014849124585,1.0,0.8141830778855331,3.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1149,base case no policy,dikesnet
150,0,1.7269513805823031,2671763069.254981,0,0.0,0.0,36,204.1555009442432,1.0,0.1358352440253996,109.83410722038816,1.0,0.4302702786036076,186.7295045195437,1.5,0.6936252550502625,152.03815477182516,10.0,0.8553594207019869,257.1412363721105,1.0,0.3733521026559638,2.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1150,base case no policy,dikesnet
151,0,0.0,0.0,0,0.0313997113282374,30371968.899695933,93,277.2771715823126,1.0,0.9244972859769286,157.7788328483505,1.0,0.7976039398699326,104.4016483140454,10.0,0.6773217055605952,295.00921724445305,1.5,0.2381883472965055,158.41779497122596,1.0,0.8370513793345835,1.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1151,base case no policy,dikesnet
152,0,1.7719129204947202,2264540988.176062,0,0.0,0.0,67,178.08348560001969,1.0,0.0179159244931196,123.61649079646486,1.5,0.4732298065651968,110.27559297261055,1.5,0.5203466343918801,146.72344137998743,10.0,0.7938899957567744,246.76402308059036,1.5,0.349374159759562,2.5,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152,base case no policy,dikesnet
153,0,0.0,0.0,0,0.0115668344205156,9244746.865027618,111,88.5255365677394,1.0,0.9757744383983886,201.20164861047155,1.5,0.9424567272562137,194.99446261308609,10.0,0.2134534258788027,232.5539422867589,1.0,0.7552179586177854,34.79875377105809,1.5,0.5167354514183657,4.5,2.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1153,base case no policy,dikesnet
154,0,0.0314542114067091,41549273.489391975,0,0.0406317858918963,40316034.53337175,96,132.86447129608425,10.0,0.6968329090168928,285.7723754470202,1.5,0.668307017220562,98.41380830174798,1.0,0.4602924472779576,126.60289539744092,10.0,0.0124867804232671,138.3307515879882,1.0,0.4470870281160033,3.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1154,base case no policy,dikesnet
155,0,0.0309622840833094,38009020.31615045,0,0.0405032025809466,37323485.34262635,97,183.2142887509553,1.0,0.6912500367378636,161.3021953236618,10.0,0.646826662978373,88.5478200024632,10.0,0.1516115178034615,184.7608792762211,10.0,0.9729711374088712,184.6815878957783,1.0,0.2618408625157999,3.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1155,base case no policy,dikesnet
156,0,0.0145708441595742,22290676.454598807,0,0.7905972001494239,1030272894.2257208,73,280.6225955753671,1.0,0.7331350222970283,321.3881087215049,1.5,0.0397871456949394,330.0557608963765,10.0,0.3686082797614597,158.10613771940152,1.0,0.8683041778136453,150.56428013308243,1.5,0.6020131054421186,1.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1156,base case no policy,dikesnet
157,0,0.9405571104000736,1246887219.7019217,0,0.0,0.0,8,252.7320186583724,1.0,0.3928572590091466,112.9454862714673,10.0,0.6097258929839322,334.99454673995166,1.5,0.95738468113389,128.96531119553794,10.0,0.9665984449097448,151.98385947714763,10.0,0.679925782469056,2.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1157,base case no policy,dikesnet
158,0,0.0,0.0,0,0.4288814569388983,462516848.26406085,31,30.664006321960294,10.0,0.8442985458259089,323.30331914622883,1.5,0.189902220407973,172.78119938501317,10.0,0.307492933598937,118.42784830151386,10.0,0.6163339493881262,51.32702662738671,10.0,0.6482217948666473,3.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1158,base case no policy,dikesnet
159,0,1.7176711181015536,2392528400.9678254,0,0.0,0.0,75,243.27044623825117,10.0,0.243275259636241,262.97450077419205,1.0,0.4626854250307392,150.15744411278038,10.0,0.989810722786258,54.3298476459902,10.0,0.2151996053895876,235.95530053584577,1.5,0.2853907619057534,2.5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1159,base case no policy,dikesnet
160,0,0.0993335605174983,110728542.84570166,0,0.0388122201414119,32471127.99470374,18,234.43332718545275,1.5,0.5636922892974388,159.4186371797409,1.5,0.6303592038167579,49.38828681365456,1.5,0.3466886612624305,203.8173509506932,10.0,0.9318135166026495,304.29741795939685,1.5,0.8161575124008362,2.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1160,base case no policy,dikesnet
161,0,1.7802040723671186,3012781234.704028,0,0.0046635900041048,5562842.365635866,2,102.34525629427212,10.0,0.2032764883384972,296.67461546556507,10.0,0.5865207209026185,156.26300225113474,1.0,0.3909064919846899,196.48072819487288,10.0,0.8857945093155483,174.5582962815624,1.0,0.1531050241774936,1.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1161,base case no policy,dikesnet
162,0,1.5676733661410875,1715852078.109147,0,0.0,0.0,53,301.263930472344,10.0,0.3386120155347872,226.9244953860265,1.5,0.3866138509221993,142.78689032955458,1.0,0.8009648233580831,120.19219273052164,1.0,0.494567351547566,56.27137734274866,1.0,0.236525190041287,3.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1162,base case no policy,dikesnet
163,0,0.0,0.0,0,0.0449543422315196,53525873.10156146,66,298.74324338091685,1.0,0.9166271593226568,106.41533059726798,1.0,0.544457094024756,72.77508688315385,10.0,0.7391827361905201,71.22594323900702,1.0,0.4049631201285837,284.30968528423625,1.5,0.8498865058395824,2.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1163,base case no policy,dikesnet
164,0,0.3644722338964856,445740816.43591696,0,0.4215551661929432,400866995.3918245,39,30.01495736691249,10.0,0.4429316794128088,103.0387476457882,1.5,0.1599188378794954,72.08471557552006,1.5,0.5286681917796792,287.32602576898194,10.0,0.6557383572760546,195.16397827203377,1.5,0.6035601027392937,3.5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1164,base case no policy,dikesnet
165,0,1.580880913604074,2541190982.4251547,0,0.0103196608632674,11691771.81823085,71,89.2019004758364,1.5,0.3480772597252995,221.07989520903087,1.0,0.5333614447838848,107.06878151550012,1.5,0.426834351078658,277.12085481170766,10.0,0.3112486951651537,333.19576614700475,1.5,0.283327285558573,1.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1165,base case no policy,dikesnet
166,0,1.7193186855136382,1897832158.334832,0,0.0162027304199317,12605527.70389478,130,77.54385159135846,10.0,0.0789332752876609,82.5287822004745,1.0,0.48973992373111,315.5068955733787,1.5,0.6818079169994381,153.57094120953346,1.0,0.8160755622039613,284.94947828874786,10.0,0.702008271149685,4.5,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1166,base case no policy,dikesnet
167,0,0.0,0.0,0,0.6887630059013865,800020654.8731933,52,75.03283920693868,10.0,0.7921090307129843,270.0522603336901,1.5,0.0722935177353503,109.5359322045452,1.0,0.870914799093054,249.42943054985423,1.0,0.1610889144614759,124.93897811576826,1.5,0.1898063475826699,1.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1167,base case no policy,dikesnet
168,0,1.74419266689995,3095070421.20974,0,0.0252285978468916,33004803.42117806,47,179.90126088084315,1.0,0.2637653155929175,143.49571321542356,1.5,0.2275140332167056,201.43035408135776,1.5,0.1440872841849714,131.7360588755047,10.0,0.3539204659741858,57.87874831818596,10.0,0.9528719847910204,3.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1168,base case no policy,dikesnet
169,0,0.1444625910886691,182079213.70181608,0,0.0049137379425541,4561971.767685789,23,241.5577794266381,1.5,0.515350492748113,162.6858426581106,1.5,0.7105444366553982,286.1867205695294,1.0,0.2620883813511445,280.90168301671235,10.0,0.262871687088641,325.1950287492631,1.5,0.0767002009455326,3.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1169,base case no policy,dikesnet
170,0,1.736707799491092,2629337551.802106,0,0.0,0.0,41,270.20246858520704,1.0,0.2394129747655902,315.4187515434129,1.5,0.9879577171970524,240.36496260157264,1.5,0.782890656976789,263.40610573403995,1.5,0.3615686892103971,323.724474713734,1.0,0.4654468259823922,3.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1170,base case no policy,dikesnet
171,0,0.113993764523443,143431427.9961623,0,0.5981149595134203,613146000.3209026,28,175.9064201940163,1.0,0.554861882563836,77.91528625589615,10.0,0.1123521303490986,221.2585244097964,1.5,0.2474664071864626,225.80285354859737,1.5,0.6141187552647872,245.19550679007625,10.0,0.6412050188353371,4.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1171,base case no policy,dikesnet
172,0,0.1889550320031161,207647464.4738276,0,0.160231871065354,135119484.9423543,56,348.71411197829383,1.0,0.4940580268931991,40.39088612329681,10.0,0.351828005771898,107.9797770579808,1.0,0.0801506030175378,336.7181877827244,1.0,0.9706677966213068,119.13691488253286,1.0,0.7605505674082143,4.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1172,base case no policy,dikesnet
173,0,1.7628192262396254,2255262880.785937,0,0.0,0.0,20,323.7832847339092,10.0,0.2858665005343133,161.76024301857507,1.5,0.4585772778729723,156.6451194687438,1.5,0.6632974772591496,236.5013330691192,1.5,0.1095442836617661,115.68324212558936,10.0,0.4936124802927212,3.5,2.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1173,base case no policy,dikesnet
174,0,0.0754660422576551,96796567.67725667,0,0.0299827963942577,28645514.973777235,116,148.88075865622235,10.0,0.5854209735033606,46.82220728067663,10.0,0.645901818784621,211.28001564092355,10.0,0.993413160680429,76.72918908601214,1.5,0.1109815759254839,262.03203144668765,1.5,0.3190865489939982,4.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1174,base case no policy,dikesnet
175,0,1.7529819642752524,3107487440.305491,0,0.0,0.0,53,302.4422392495194,1.0,0.3012395677113188,171.88866976357613,1.5,0.4061073612734094,175.2772626904351,1.0,0.060633258367953,128.7738990246706,1.5,0.4330295664692051,331.6772331360917,1.0,0.4347066330262942,1.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1175,base case no policy,dikesnet
176,0,0.0,0.0,0,0.2159460911605509,274203042.12074697,7,245.8806870179983,1.0,0.8744268497346113,255.30360777323443,1.5,0.282911617773341,220.64099469622204,10.0,0.341152891839222,168.86679708650223,1.0,0.5909836147256147,85.12003493717644,1.5,0.0014951180971912,3.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1176,base case no policy,dikesnet
177,0,0.0786631719845732,124577294.49341638,0,0.0159503701477983,18593162.039689112,78,311.2052945309339,10.0,0.5986135458518616,78.09389824741316,10.0,0.8197006736201622,136.0118599130497,1.5,0.882308604382777,89.3214628334335,1.5,0.1841347668810463,95.00334937340943,10.0,0.7879102411393181,2.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1177,base case no policy,dikesnet
178,0,0.0,0.0,0,0.0793594976818544,80586142.44660735,65,60.86957421428528,1.5,0.8381073177085125,124.07253813230972,10.0,0.5061929259281329,209.4020672700873,1.5,0.1420995466406555,112.05536872092436,10.0,0.2489813648879801,156.6456759917715,1.0,0.2310854982151897,2.5,3.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1178,base case no policy,dikesnet
179,0,0.1113451556151428,143317530.79891738,0,0.0,0.0,61,228.0147929802698,10.0,0.5410257016958794,313.0279324398904,1.0,0.9966866038852122,291.17147209051825,1.0,0.7183323905803474,338.5906161139532,1.5,0.6792618695012612,302.0571258546205,1.5,0.2005247435250212,2.5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1179,base case no policy,dikesnet
180,0,0.0297897753802704,40982374.45869438,0,0.0180420223123598,18302036.238993406,85,175.33455062470327,1.5,0.6501783578047374,265.4181223936264,10.0,0.865254475259176,84.44322277711962,1.5,0.7360116854161644,189.71594321834883,10.0,0.7191291462577571,99.44185680620144,1.0,0.3168134079261017,1.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1180,base case no policy,dikesnet
181,0,1.7607247772703467,2526275428.6042323,0,0.0,0.0,29,293.8246973656261,1.0,0.3098311966577212,107.72839364285986,1.0,0.4940589252557308,36.97889139635151,1.5,0.711074325818025,33.78532739403209,10.0,0.341602912405333,225.2847264882128,10.0,0.9024655685965066,4.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1181,base case no policy,dikesnet
182,0,0.0796266956378044,101290231.541141,0,0.0035833370903914,3288221.862867714,67,225.06473800317968,10.0,0.6091341990860429,104.24653998068624,1.5,0.9905774614013764,218.92654736381448,1.5,0.6290068742583395,150.3130807966582,1.0,0.2888650494188891,324.5830715557879,1.0,0.8706339260308871,2.5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1182,base case no policy,dikesnet
183,0,1.779341041562663,2414470947.558898,0,0.6515677078610163,727503385.8091195,112,203.12868613157636,1.0,0.1378250329132387,303.7170299711216,1.0,0.0079008652775223,278.1520428343115,1.5,0.21476097294471,273.06744742295507,10.0,0.186910440222617,180.42661023695695,1.5,0.97927043571576,1.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1183,base case no policy,dikesnet
184,0,0.0,0.0,0,0.0184827400465529,17935487.011149157,127,59.09234775152783,1.5,0.9812655205191352,195.69352829069985,10.0,0.9100176940036172,154.5770794122238,1.0,0.7477407795043031,120.42630885369653,10.0,0.9098890568998428,342.643645853147,1.0,0.0606546253195434,2.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,base case no policy,dikesnet
185,0,0.1455998946764436,204269614.8805245,0,0.0207847760086932,21674246.632414877,91,306.9085682788452,1.0,0.5299834094525402,160.50054936162,1.5,0.7042320746402434,127.3593762993494,1.5,0.7409066753888318,186.0804595259833,1.0,0.4774112822195611,115.03172683116136,10.0,0.6980385396543132,3.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1185,base case no policy,dikesnet
186,0,0.030808164347905,48115509.507407874,0,0.0461197895255311,54232022.482400574,103,213.3289056943325,1.5,0.7202661549724729,272.03701475814853,10.0,0.6021066651505946,330.66237821519576,1.0,0.624109013263851,54.285989765804985,1.0,0.9227889758922851,54.80398100927937,10.0,0.542974641668936,1.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1186,base case no policy,dikesnet
187,0,0.0,0.0,0,0.4247062697644736,557050038.6035737,61,166.1140054421156,1.0,0.9619297751946664,158.97444230079643,1.5,0.131022078826216,265.8201433824869,1.5,0.8867963873247595,207.05636068057456,1.0,0.5939360634275151,33.08133936237321,1.0,0.3831068096897959,1.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1187,base case no policy,dikesnet
188,0,1.7529819642752524,1927339126.4222608,0,0.0288565441873524,22270007.8594849,53,60.58376562328291,1.0,0.3173606865956523,335.26278350480214,1.5,0.4917416225026343,187.54814974261555,1.0,0.482472097231013,156.23817349956178,1.5,0.8718747551442103,277.26505439638726,1.0,0.947883681502138,4.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1188,base case no policy,dikesnet
189,0,0.5791773468309536,818654686.0522431,0,0.4054044134174909,445839411.0975298,63,180.72475730930515,1.5,0.4126487205195016,240.12713168456435,1.0,0.1230224252892255,69.63997217380795,10.0,0.7007015659736279,47.39891676101182,1.5,0.0141868938184188,323.3757689407204,10.0,0.5009330804332175,2.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1189,base case no policy,dikesnet
190,0,0.4840507570540789,727377308.091876,0,0.060765346212194,69067426.13645172,33,146.47897708289628,10.0,0.430596230552386,306.2598337440587,1.5,0.3282992428105406,72.94838601928208,10.0,0.4241153993109975,40.14119264257759,1.0,0.1898688482955992,113.40822051560254,1.5,0.2628439871154378,2.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1190,base case no policy,dikesnet
191,0,0.0048119775063608,7447628.404173887,0,0.0457956023100163,54035596.09513447,4,233.2800323911002,1.5,0.7870873875380348,52.82368424924819,1.0,0.5911500778196175,245.66350012771807,10.0,0.6919348332449154,169.31122820966488,10.0,0.9951115674397708,130.5123882035886,10.0,0.6185836915842895,1.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1191,base case no policy,dikesnet
192,0,1.7772620745262866,2545194291.754897,0,0.3205101150729513,373683350.8520707,104,184.46419366152335,1.5,0.1158323202789426,336.5931080711362,1.5,0.0306747571683976,296.6184911732156,1.0,0.0384810891453226,312.8074990362163,10.0,0.181961834335848,40.86969999006317,1.0,0.2126635992298834,1.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1192,base case no policy,dikesnet
193,0,1.780583052072142,2548992931.736865,0,0.0171543725335389,16945219.287125565,35,53.724194276775,1.5,0.0506155384917003,192.05562263117616,1.0,0.619013115234979,198.36139962906577,1.5,0.1025532855566477,137.65590105573094,10.0,0.0649655193247098,31.600793218310518,1.0,0.5044194225589094,1.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1193,base case no policy,dikesnet
194,0,1.755076881542868,2837995631.479457,0,0.0,0.0,8,341.9617531904585,1.5,0.2706378901498046,207.52081869517733,10.0,0.1980664808555255,306.0930810654078,10.0,0.7522443974394859,334.8931050698337,1.0,0.4160075178350521,308.9002776003923,1.5,0.5228790465642232,2.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1194,base case no policy,dikesnet
195,0,1.7266549319298898,2034214996.472272,0,0.0,0.0,13,312.6842599149095,1.0,0.2342570650586833,348.09265347806183,10.0,0.7264867336233478,270.2400757475581,1.0,0.3118938227240916,304.5408061625272,10.0,0.3126785211668506,278.2390345647285,1.5,0.539982449454879,3.5,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1195,base case no policy,dikesnet
196,0,0.0141102427167317,15399658.40381042,0,0.094108428241739,79664892.81346084,38,238.214775603519,1.0,0.712518299082956,117.0567504686464,10.0,0.4182777047889589,105.46900794432644,1.0,0.4726923323598498,326.8873203902796,10.0,0.7274984731064674,33.68255039590122,1.0,0.4801395390309385,4.5,2.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1196,base case no policy,dikesnet
