,epsilon_progress,nfe
0,0,0
1,32,100
2,125,1195
3,161,2293
4,176,3389
5,177,4481
6,180,5577
7,180,6675
8,180,7772
9,180,8867
10,180,9960
11,180,11012
12,180,12014
13,180,13017
14,180,14072
15,180,15127
16,180,16131
17,180,17131
18,180,18136
19,180,19139
20,180,20032
