,epsilon_progress,nfe
0,0,0
1,21,100
2,228,1197
3,409,2296
4,573,3392
5,629,4487
6,659,5487
7,696,6582
8,733,7677
9,747,8770
10,747,9867
11,748,10998
12,762,12028
13,762,13056
14,793,14087
15,796,15118
16,797,16150
17,806,17177
18,811,18207
19,812,19239
20,813,20269
