,epsilon_progress,nfe
0,0,0
1,26,100
2,171,1196
3,460,2290
4,664,3387
5,780,4486
6,894,5580
7,970,6677
8,1033,7771
9,1070,8865
10,1099,9954
11,1135,11290
12,1152,12626
13,1166,13960
14,1171,15294
15,1179,16630
16,1285,17966
17,1317,19302
18,1334,20638
