,epsilon_progress,nfe
0,0,0
1,32,100
2,137,1197
3,211,2293
4,232,3389
5,255,4482
6,264,5575
7,275,6674
8,279,7770
9,281,8861
10,282,9958
11,285,11065
12,288,12180
13,289,13299
14,289,14415
15,290,15533
16,291,16650
17,292,17768
18,292,18887
19,292,20002
