,epsilon_progress,nfe
0,0,0
1,32,100
2,96,1196
3,114,2289
4,115,3388
5,118,4485
6,125,5583
7,127,6678
8,127,7774
9,128,8866
10,129,9960
11,136,10973
12,136,11986
13,136,12988
14,136,14003
15,136,15009
16,136,16021
17,136,17028
18,136,18034
19,136,19048
20,136,20003
