generational_distance,hypervolume,epsilon_indicator,inverted_gd,spacing,nfe
inf,0.0,inf,inf,0.0,0
1.8655230555182254,0.0,1.5200333552117418,1.284003473474813,2776.99565612008,100
0.4494613929672791,0.3036212865174962,0.5886346399874881,0.3172490152230202,4651.568545498732,1197
0.1434007274534318,0.4259322400099542,0.32644632623158854,0.11904317794502213,3545.4290931333016,2296
0.14418124006158353,0.43676014976305866,0.06419443942045455,0.022442578533786003,2674.4676041031125,3392
0.1829680224017609,0.4378589495420441,0.061816486748083044,0.017499755020817458,2734.327405991192,4487
0.10978694378749604,0.4379556790344374,0.061816486748083044,0.0093999838510236,2585.1720786316887,5487
0.013153070176334797,0.438009301921502,0.013774014203489782,0.003035406043425433,2307.103400520224,6582
0.0048605069115107,0.4381127164265923,0.007374253995731293,0.0012587014864186914,2358.5259008935454,7677
0.0019970295646814574,0.43811274350010854,0.007374253995731293,0.0008096645927606929,2345.0907869551947,8770
0.0019970295646814574,0.43811274350010854,0.007374253995731293,0.0008096645927606929,2345.0907869551947,9867
0.00031976926027665653,0.4381127623509765,0.007374253995731293,0.00031976926027665653,2316.9146352498888,10998
0.0003197688568152798,0.4381127624449442,0.007374253995731293,0.0003197688568152798,2316.9146405311308,12028
0.0003197688568152798,0.4381127624449442,0.007374253995731293,0.0003197688568152798,2316.9146405311308,13056
1.7421109038897552e-09,0.43811384214807036,1.2255025105822881e-08,1.7421109038897552e-09,2316.914643146506,14087
1.6801740402657649e-09,0.4381138421489964,1.2255025105822881e-08,1.6801740402657649e-09,2316.9146442317497,15118
1.6292520388704122e-09,0.43811384215099375,1.2255025105822881e-08,1.6292520388704122e-09,2316.9146440009836,16150
1.223412118606667e-09,0.43811384217312876,1.2255025105822881e-08,1.223412118606667e-09,2316.9146446434015,17177
8.517746573170892e-10,0.43811384217364757,1.2255025105822881e-08,8.517746573170892e-10,2316.9146452692667,18207
7.587846605379422e-10,0.4381138421736488,1.2255025105822881e-08,7.587846605379422e-10,2316.914645120454,19239
7.164811552211325e-10,0.4381138421736502,1.2255025105822881e-08,7.164811552211325e-10,2316.9146460504553,20269
