,epsilon_progress,nfe
0,0,0
1,17,100
2,95,1195
3,117,2292
4,118,3390
5,118,4486
6,118,5578
7,118,6675
8,118,7769
9,118,8868
10,118,9965
11,118,10984
12,118,11999
13,118,13015
14,118,14023
15,118,15040
16,118,16043
17,118,17046
18,118,18055
19,118,19063
20,118,20014
