,epsilon_progress,nfe
0,0,0
1,31,100
2,215,1198
3,422,2294
4,567,3389
5,623,4487
6,658,5585
7,682,6677
8,693,7775
9,708,8869
10,715,9966
11,722,10996
12,722,12027
13,729,13057
14,729,14089
15,739,15121
16,753,16151
17,760,17183
18,766,18215
19,766,19245
20,768,20276
