,epsilon_progress,nfe
0,0,0
1,25,100
2,135,1197
3,244,2296
4,294,3392
5,323,4482
6,340,5578
7,352,6675
8,355,7772
9,356,8864
10,357,9864
11,357,10918
12,357,12038
13,358,13157
14,359,14276
15,359,15395
16,359,16512
17,359,17629
18,359,18745
19,359,19864
20,359,20024
