,epsilon_progress,nfe
0,0,0
1,31,100
2,133,1195
3,178,2293
4,186,3389
5,187,4484
6,187,5582
7,187,6677
8,187,7776
9,187,8867
10,187,9961
11,187,10970
12,187,11975
13,187,12992
14,187,14003
15,187,15013
16,187,16023
17,187,17033
18,187,18049
19,187,19062
20,187,20018
