,epsilon_progress,nfe
0,0,0
1,34,100
2,228,1197
3,408,2291
4,556,3390
5,615,4486
6,663,5585
7,672,6683
8,703,7780
9,712,8877
10,734,9972
11,734,11002
12,746,12033
13,747,13063
14,755,14094
15,771,15124
16,777,16156
17,777,17188
18,782,18220
19,782,19249
20,783,20279
