,epsilon_progress,nfe
0,0,0
1,10,100
2,57,1195
3,60,2284
4,61,3380
5,65,4479
6,65,5571
7,65,6666
8,65,7760
9,65,8858
10,65,9955
11,65,10961
12,65,11961
13,65,12964
14,65,13983
15,65,14995
16,65,15995
17,65,16997
18,65,18010
19,65,19028
20,65,20015
